Age,Nutrients,Animal,TissueFullName,Location,Tissue,Exp,Animal ID,a1,a2,t1,t2,tm,i,x2
5,WT,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal2 AL Day5,0.607591462,0.392408539,0.607218,2.9886305,1.552043699,8372.452521,0.919924
5,WT,2,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal2 AL Day5,0.727091813,0.272908188,0.6357415,2.820786,1.243175896,14269.6302,1.0902045
5,WT,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal2 AL Day5,0.60596958,0.394030421,0.5878055,3.029203,1.572524531,15170.2259,0.99144
5,WT,2,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal2 AL Day5,0.668142543,0.331857458,0.752141,3.2885465,1.583642161,5939.486309,0.83607
5,WT,2,PM,NA,PM,CMFLIM12,CMFLIM12 Animal2 AL Day5,0.656034016,0.343965984,0.624272,2.5784245,1.270170014,17166.50457,1.067179
9,WT,2,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal2 AL Day9,0.758707259,0.241292742,0.5214095,2.8728835,1.090022358,6289.490721,1.034376
9,WT,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal2 AL Day9,0.55842554,0.44157446,0.7727285,4.7451075,2.439467936,12633.95552,0.7290705
9,WT,2,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal2 AL Day9,0.744282034,0.255717967,0.6311435,3.191255,1.302968323,8124.67327,0.942863
9,WT,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal2 AL Day9,0.587029709,0.412970292,0.7246445,4.147011,2.111309136,17113.53982,0.832058
9,WT,2,PM,NA,PM,CMFLIM12,CMFLIM12 Animal2 AL Day9,0.624224918,0.375775082,0.539506,3.7709955,1.74954954,4298.902211,0.856549
11,WT,3,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day11,0.787839819,0.212160181,0.511609,3.499915,1.197797967,11705.29732,1.1586135
11,WT,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day11,0.544421103,0.455578898,0.565032,4.1400095,2.104701018,12362.57627,0.762531
11,WT,3,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day11,0.773833463,0.226166537,0.5367505,2.7263975,0.995356241,6635.500284,0.816029
11,WT,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day11,0.693467936,0.306532065,0.54815,2.959743,1.284419375,8378.090397,0.8504475
11,WT,3,PM,NA,PM,CMFLIM12,CMFLIM12 Animal3 AL Day11,0.697838026,0.302161974,0.57562,2.6335615,1.234341763,12687.85702,1.1323315
1,WT,3,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day1,0.767163561,0.23283644,0.5490855,2.918378,1.115022829,2700.506079,1.093017
1,WT,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day1,0.654307159,0.345692841,0.5646505,2.8644925,1.365061553,6234.288627,0.836741
1,WT,3,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day1,0.743885226,0.256114775,0.5990755,2.9417365,1.198499054,10268.71601,1.0705505
1,WT,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day1,0.642049236,0.357950765,0.5640535,3.074549,1.458847017,10998.93571,0.822577
1,WT,3,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal3 AL Day1,0.701918075,0.298081925,0.6027775,2.73467,1.217939164,3294.345473,0.7590745
1,WT,3,PM,NA,PM,CMFLIM12,CMFLIM12 Animal3 AL Day1,0.729557172,0.270442829,0.581496,2.6348875,1.129121998,14365.17695,1.141478
3,WT,3,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day3,0.723580668,0.276419333,0.62701,2.9167875,1.233597493,9491.159729,0.932774
3,WT,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day3,0.677668264,0.322331736,0.567727,3.073318,1.376312671,12232.60309,0.780007
3,WT,3,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day3,0.762176765,0.237823235,0.5546665,2.6916145,1.056622143,8581.359468,0.9231755
3,WT,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day3,0.68921563,0.31078437,0.578562,2.937014,1.275951737,7469.285411,0.8182025
3,WT,3,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal3 AL Day3,0.717479681,0.28252032,0.702181,2.8371875,1.323182683,10159.76221,0.700065
3,WT,3,PM,NA,PM,CMFLIM12,CMFLIM12 Animal3 AL Day3,0.694639661,0.305360339,0.5808595,2.5968985,1.193143417,10076.05457,1.026469
5,WT,3,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.735721393,0.264278607,0.6253245,2.850497,1.217191121,5773.93937,1.062539
5,WT,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.65673407,0.34326593,0.562142,2.953596,1.394300498,8099.042315,1.015193
5,WT,3,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.753515546,0.246484455,0.555789,2.7319635,1.091920886,9411.906561,1.0615345
5,WT,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.663776431,0.336223569,0.5560755,2.8134525,1.316174543,12292.71701,0.871618
5,WT,3,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.665691677,0.334308324,0.804892,3.3346105,1.650584546,9486.887376,0.872505
5,WT,3,PM,NA,PM,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.736787925,0.263212075,0.5602395,2.6387015,1.100927992,11507.7646,0.92193
9,WT,3,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.820477668,0.179522332,0.4966405,2.5004565,0.855545565,8683.248798,1.155155
9,WT,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.698015343,0.301984657,0.6091665,2.929837,1.318956514,10962.55525,0.885403
9,WT,3,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.802383193,0.197616807,0.5236315,2.54874,0.932554,7049.493814,0.981851
9,WT,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.675402717,0.324597284,0.4898795,2.5968975,1.153048234,3931.802933,0.9005835
9,WT,3,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.538496686,0.461503315,0.684346,5.2936685,2.751764036,3953.007519,0.7665565
9,WT,3,PM,NA,PM,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.717910559,0.282089441,0.598669,2.7307755,1.206854582,8363.684378,0.906255
11,WT,4,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day11,0.575190872,0.424809129,0.5533315,5.0682075,2.52522106,17201.929,0.7521555
11,WT,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day11,0.501175661,0.49882434,0.642859,4.6799435,2.697998984,14383.11126,0.701861
11,WT,4,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day11,0.560694613,0.439305387,0.806931,4.5097005,2.434515436,15785.24271,0.7836325
11,WT,4,PM,NA,PM,CMFLIM12,CMFLIM12 Animal4 AL Day11,0.406565087,0.593434914,0.7353265,4.610511,3.034996692,72154.92843,0.842343
1,WT,4,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day1,0.733611808,0.266388193,0.5449905,2.9728505,1.215676179,4351.623715,0.8857135
1,WT,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day1,0.662499872,0.337500129,0.6030095,3.0998725,1.457430916,10209.47967,0.8534965
1,WT,4,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day1,0.765566247,0.234433754,0.569119,2.91602,1.117132362,6553.014906,1.0742535
1,WT,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day1,0.66758349,0.33241651,0.5558765,3.1680085,1.429075776,7687.915864,0.859672
1,WT,4,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal4 AL Day1,0.703578556,0.296421445,0.570759,3.056528,1.352565945,2862.208775,0.7557595
1,WT,4,PM,NA,PM,CMFLIM12,CMFLIM12 Animal4 AL Day1,0.710861974,0.289138027,0.5450055,2.5970335,1.150169008,8526.550515,0.960994
3,WT,4,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day3,0.751020162,0.248979838,0.548549,2.757635,1.094782724,5795.220078,0.9457295
3,WT,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day3,0.694052546,0.305947455,0.5573325,2.978875,1.336562631,6802.896849,0.7731015
3,WT,4,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day3,0.775081612,0.224918388,0.529517,2.723088,1.020232295,17476.4316,0.9382315
3,WT,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day3,0.658472595,0.341527406,0.5322695,2.8681765,1.336315672,15401.89086,0.9968975
3,WT,4,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal4 AL Day3,0.747277544,0.252722456,0.554255,2.635548,1.074710182,6500.813008,0.880187
3,WT,4,PM,NA,PM,CMFLIM12,CMFLIM12 Animal4 AL Day3,0.725382598,0.274617403,0.564527,2.522424,1.11121649,17964.6275,0.971663
5,WT,4,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day5,0.712516895,0.287483106,0.650087,2.8892485,1.276830299,4336.201818,1.015085
5,WT,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day5,0.672179355,0.327820645,0.5965895,2.9940435,1.388416687,8457.661615,0.872655
5,WT,4,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day5,0.771024896,0.228975104,0.5864075,2.6941455,1.082189438,10331.62759,1.023599
5,WT,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day5,0.69526169,0.304738311,0.631047,2.9603295,1.340032244,14098.67096,0.9241135
5,WT,4,PM,NA,PM,CMFLIM12,CMFLIM12 Animal4 AL Day5,0.702137706,0.297862294,0.6078815,2.5691515,1.18690433,15950.95045,0.9792185
9,WT,4,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day9,0.780078132,0.219921868,0.5495895,2.6199165,1.014824555,4187.357474,1.015441
9,WT,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal4 AL Day9,0.686272823,0.313727177,0.5585535,3.265169,1.406376408,4211.258623,0.827686
9,WT,4,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal4 AL Day9,0.813974558,0.186025442,0.5505945,2.7746325,0.966490503,13282.94047,1.427716
9,WT,4,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal4 AL Day9,0.699925145,0.300074856,0.586987,3.3835485,1.406413697,8129.006969,0.8518555
11,WT,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day11,0.636372076,0.363627924,0.527699,3.663272,1.638421478,8473.414532,0.7368185
11,WT,5,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day11,0.730693333,0.269306668,0.50384,2.848512,1.135616795,2653.726576,0.8422945
11,WT,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day11,0.698876671,0.30112333,0.5459885,3.4651775,1.456404848,3193.27122,0.8783675
11,WT,5,PM,NA,PM,CMFLIM12,CMFLIM12 Animal5 AL Day11,0.673923981,0.32607602,0.5781345,2.9623085,1.356769364,5571.828732,0.8412535
1,WT,5,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day1,0.708682041,0.291317959,0.55881,2.8298645,1.220541778,6992.507474,0.7814915
1,WT,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day1,0.653620716,0.346379284,0.570067,2.9629755,1.390193094,14123.36442,0.9084365
1,WT,5,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day1,0.763054819,0.236945181,0.562607,2.889272,1.13629134,7817.501756,1.079254
1,WT,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day1,0.646321028,0.353678973,0.5674045,3.1283485,1.471882959,10075.69221,1.0793665
1,WT,5,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal5 AL Day1,0.636994392,0.363005608,0.695685,3.1476585,1.584750298,4698.103507,0.8357205
1,WT,5,PM,NA,PM,CMFLIM12,CMFLIM12 Animal5 AL Day1,0.726748143,0.273251858,0.5840465,2.692309,1.157018108,10605.45462,0.92683
3,WT,5,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day3,0.728817439,0.271182561,0.612642,2.9163525,1.240198987,6761.781574,0.8752375
3,WT,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day3,0.684614961,0.315385039,0.602176,3.091701,1.384750227,10547.86701,0.9842155
3,WT,5,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day3,0.745253051,0.25474695,0.5837905,2.7573345,1.137630352,14244.55617,0.895229
3,WT,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day3,0.674208463,0.325791537,0.5741215,3.0323615,1.34098861,13190.83108,0.787732
3,WT,5,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal5 AL Day3,0.634573744,0.365426257,0.746091,3.0646925,1.593066478,2742.695958,0.7518835
3,WT,5,PM,NA,PM,CMFLIM12,CMFLIM12 Animal5 AL Day3,0.68738096,0.31261904,0.6085135,2.5641475,1.220075002,14000.40352,0.947831
5,WT,5,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.707543111,0.292456889,0.5530675,2.8039415,1.201725929,6361.727122,0.939748
5,WT,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.685594708,0.314405293,0.6325005,3.187982,1.394969687,11767.99275,0.7686025
5,WT,5,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.782241886,0.217758115,0.513385,2.709108,0.979651606,7885.834021,1.141554
5,WT,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.638770845,0.361229155,0.6335865,3.1598005,1.528779759,6192.588315,0.8360475
5,WT,5,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.620694518,0.379305482,0.679952,3.0065225,1.561568575,17744.22356,0.7730285
5,WT,5,PM,NA,PM,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.721593283,0.278406718,0.6077915,2.695972,1.20261755,11823.85414,1.097821
9,WT,5,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day9,0.55546693,0.444533071,0.6441075,4.970811,2.561804703,10965.68491,0.89848
9,WT,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal5 AL Day9,0.553916207,0.446083794,0.5571055,4.6086485,2.323881834,9101.55667,0.7795435
9,WT,5,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal5 AL Day9,0.749752519,0.250247481,0.5559515,2.755368,1.133386074,6595.533922,1.237031
9,WT,5,PM,NA,PM,CMFLIM12,CMFLIM12 Animal5 AL Day9,0.705472053,0.294527947,0.6325505,3.360181,1.432613574,7377.031137,0.959619
11,WT,6,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day11,0.547291929,0.452708072,0.635063,4.091627,2.267229637,20483.13459,0.77346
11,WT,6,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day11,0.623575243,0.376424757,0.728812,3.650991,1.816210853,10545.27668,0.9196405
1,WT,6,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day1,0.772600831,0.227399169,0.52383,2.7887545,1.043144091,7785.016595,1.119756
1,WT,6,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day1,0.694028985,0.305971016,0.5547945,3.092439,1.303189943,8360.585405,0.9665395
1,WT,6,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day1,0.742791619,0.257208382,0.615201,2.900553,1.223233162,5895.271643,0.996807
1,WT,6,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day1,0.620211096,0.379788904,0.583309,3.166768,1.574429674,7516.908311,0.8477995
1,WT,6,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal6 AL Day1,0.691526179,0.308473822,0.515605,2.798093,1.206624452,4866.733389,0.7702705
1,WT,6,PM,NA,PM,CMFLIM12,CMFLIM12 Animal6 AL Day1,0.711629211,0.288370789,0.5600205,2.6499605,1.153323134,7718.011774,1.110272
3,WT,6,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day3,0.712223212,0.287776789,0.6089205,3.001749,1.337971624,3921.544017,1.021786
3,WT,6,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day3,0.635938197,0.364061804,0.602614,3.0243405,1.4473829,11122.51644,0.857927
3,WT,6,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day3,0.745066074,0.254933927,0.647618,2.994448,1.236566469,9195.98087,0.934514
3,WT,6,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day3,0.639101575,0.360898426,0.6217285,3.017043,1.487362509,11948.53491,0.949296
3,WT,6,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal6 AL Day3,0.714887182,0.285112818,0.525383,2.702576,1.13438893,8665.629074,0.7993885
3,WT,6,PM,NA,PM,CMFLIM12,CMFLIM12 Animal6 AL Day3,0.701887282,0.298112719,0.56097,2.5341815,1.156236286,9694.530735,1.003141
5,WT,6,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day5,0.727359453,0.272640547,0.6477235,2.8369155,1.243285455,15940.53089,0.9278705
5,WT,6,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day5,0.669564206,0.330435794,0.624152,3.065784,1.42991606,17594.30621,0.9454115
5,WT,6,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day5,0.753203883,0.246796118,0.616327,2.8536375,1.153339799,8576.685961,0.916784
5,WT,6,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day5,0.622348712,0.377651288,0.586189,3.02065,1.492557702,6472.155355,0.8535445
5,WT,6,PM,NA,PM,CMFLIM12,CMFLIM12 Animal6 AL Day5,0.70939907,0.290600931,0.568923,2.421939,1.123604011,12627.43025,1.0708845
9,WT,6,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day9,0.785065839,0.214934161,0.5281435,2.6422085,0.992771153,7113.625785,1.5459175
9,WT,6,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day9,0.642978614,0.357021386,0.637992,3.452194,1.634152962,7842.6899,0.9068155
9,WT,6,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal6 AL Day9,0.755155946,0.244844055,0.588008,2.7229075,1.132473403,11012.13983,1.1686715
9,WT,6,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal6 AL Day9,0.654265759,0.345734241,0.611627,3.2511235,1.554730168,8756.738295,1.047356
9,WT,6,PM,NA,PM,CMFLIM12,CMFLIM12 Animal6 AL Day9,0.710293001,0.289706999,0.5756395,2.731265,1.193575836,8229.207681,0.7674675
11,WT,7,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day11,0.395278992,0.604721009,0.6943225,5.9093795,3.962896995,22619.6304,0.512487
11,WT,7,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day11,0.468419995,0.531580006,0.600969,4.84635,2.918331185,24190.78239,0.610787
11,WT,7,PM,NA,PM,CMFLIM12,CMFLIM12 Animal7 AL Day11,0.687336491,0.312663509,0.6288855,3.459062,1.548196932,4999.296717,0.7843845
1,WT,7,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day1,0.719192533,0.280807467,0.5978375,3.271649,1.334466296,13500.98011,0.9787085
1,WT,7,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day1,0.638491392,0.361508608,0.5944485,3.058442,1.496213793,9075.769301,0.8166745
1,WT,7,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day1,0.738637181,0.26136282,0.544248,2.659689,1.0859615,7017.834802,0.8443955
1,WT,7,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day1,0.655925035,0.344074966,0.5467145,3.073107,1.442754357,11578.27043,0.9372135
1,WT,7,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal7 AL Day1,0.662538817,0.337461184,0.5959915,3.048012,1.390002419,5629.356027,0.668367
1,WT,7,PM,NA,PM,CMFLIM12,CMFLIM12 Animal7 AL Day1,0.73722731,0.262772691,0.5721815,2.668472,1.122834574,10832.71229,0.898928
3,WT,7,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day3,0.746442793,0.253557208,0.562556,2.733617,1.14391063,6899.932964,0.8752765
3,WT,7,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day3,0.685536892,0.314463109,0.5678245,2.909191,1.304354646,11746.5665,0.900547
3,WT,7,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day3,0.754889084,0.245110917,0.534668,2.639445,1.037141618,10912.10953,0.9390535
3,WT,7,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day3,0.66737919,0.33262081,0.5860725,2.848241,1.315786329,6828.986735,0.6937725
3,WT,7,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal7 AL Day3,0.669734352,0.330265649,0.569119,2.92362,1.359058419,12032.16757,0.69588
3,WT,7,PM,NA,PM,CMFLIM12,CMFLIM12 Animal7 AL Day3,0.730053999,0.269946002,0.54657,2.6449475,1.115464088,8186.621243,0.7743825
5,WT,7,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day5,0.712391154,0.287608847,0.6627145,2.9393635,1.313942242,4519.774314,0.7717485
5,WT,7,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day5,0.653304473,0.346695527,0.5670005,2.779308,1.349988932,5911.530894,0.9414675
9,WT,7,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day9,0.728237888,0.271762112,0.531363,3.615935,1.344242002,3141.809866,0.8479945
9,WT,7,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal7 AL Day9,0.75627065,0.24372935,0.568591,2.669514,1.080643574,3037.366519,1.5815545
9,WT,7,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal7 AL Day9,0.654603294,0.345396706,0.5767025,3.1298265,1.470414325,3008.220647,0.9102295
9,WT,7,PM,NA,PM,CMFLIM12,CMFLIM12 Animal7 AL Day9,0.694247999,0.305752001,0.624472,3.0819705,1.376327378,3870.322897,1.0086715
11,WT,8,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal8 AL Day11,0.463952823,0.536047177,0.521061,5.5237435,3.195921376,13183.6964,0.65226
11,WT,8,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal8 AL Day11,0.422660475,0.577339525,0.7966555,5.306871,3.373493808,17410.78244,0.5719625
11,WT,8,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal8 AL Day11,0.728857823,0.271142177,0.5377095,2.538332,1.085142298,9316.180286,1.0648375
11,WT,8,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal8 AL Day11,0.723509354,0.276490647,0.534808,2.864807,1.196378719,8220.547185,1.031825
11,WT,8,PM,NA,PM,CMFLIM12,CMFLIM12 Animal8 AL Day11,0.720262625,0.279737375,0.5767355,2.7881535,1.198546105,10286.06745,0.924574
1,WT,8,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal8 AL Day1,0.71485621,0.28514379,0.608764,3.0589805,1.325573508,2666.297427,1.121368
1,WT,8,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal8 AL Day1,0.651202135,0.348797866,0.5928125,3.1650365,1.522539519,5162.946429,1.0398455
1,WT,8,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal8 AL Day1,0.742306897,0.257693103,0.633675,2.977845,1.265822671,9096.870404,1.1361845
1,WT,8,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal8 AL Day1,0.612324286,0.387675714,0.630527,3.25214,1.648127127,7143.446372,0.9030585
1,WT,8,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal8 AL Day1,0.666078392,0.333921608,0.5592535,2.847778,1.333124812,17723.75827,0.8980285
1,WT,8,PM,NA,PM,CMFLIM12,CMFLIM12 Animal8 AL Day1,0.699010061,0.300989939,0.6114775,2.6653635,1.218272878,11045.42665,1.001474
3,WT,8,Caudal BWM,Caudal,BWM,CMFLIM12,CMFLIM12 Animal8 AL Day3,0.729716382,0.270283619,0.5900935,2.867804,1.248581906,4347.161351,0.895902
3,WT,8,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM12,CMFLIM12 Animal8 AL Day3,0.653197339,0.346802661,0.6518615,3.026604,1.472830783,10148.32211,0.8754075
3,WT,8,Cranial BWM,Cranial,BWM,CMFLIM12,CMFLIM12 Animal8 AL Day3,0.754566906,0.245433095,0.5433305,2.754973,1.088994187,16148.19511,1.16968
3,WT,8,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM12,CMFLIM12 Animal8 AL Day3,0.661208774,0.338791227,0.610586,3.168127,1.476127027,13945.54849,0.862712
3,WT,8,Germline,NA,Germline,CMFLIM12,CMFLIM12 Animal8 AL Day3,0.678486421,0.321513579,0.600388,2.957105,1.372936967,8361.462508,0.714436
3,WT,8,PM,NA,PM,CMFLIM12,CMFLIM12 Animal8 AL Day3,0.711977402,0.288022598,0.5860115,2.619708,1.163669321,16342.75943,1.1939145
